dvanáct;dv-a-náct
doktor;doktor
minulé;mi-nu-l-é
viďels;viď-e-l-s
nevJEďela;ne-vJEď-e-l-a
smyslovO;s-mysl-ov-O
polgáre;polgár-e
ťežký;ťež-k-ý
slez;s-lez
firmy;firm-y
kručí;kruč-í
usmíval;u-smí-v-a-l
koleny;kolen-y
prosily;pros-i-l-y
utřískán;u-třísk-á-n
hospodáři;hospod-ař-i
klademe;klad-e-me
cíle;cíl-e
relevantní;relev-ant-n-í
sOdce;sOd-c-e
biologický;bio-log-ic-k-ý
lásku;lásk-u
starosteX;star-ost-e-X
učiňený;u-čiň-en-ý
vJEčná;vJEč-n-á
osobnostní;o-sob-n-ost-n-í
výXodisko;vý-Xod-isk-o
domy;dom-y
zlořečená;zl-o-řeč-en-á
přítel;pří-tel
ratibořic;ratibořic
zapíX;za-píX
nima;n-i-m-a
dlObala;dlOb-a-l-a
pomaličku;po-mal-ič-k-u
amerikánovi;amerik-án-ovi
dokonale;do-kon-a-l-e
propadlé;pro-pad-l-é
drobný;drob-n-ý
zahrnujícím;za-hrn-uj-í-c-í-m
povídáme;po-víd-á-me
divoká;div-ok-á
časy;čas-y
ďetmi;ďet-m-i
vylOpnutý;vy-lOp-nu-t-ý
nevážili;ne-váž-i-l-i
dogmatizovati;dogm-at-iz-ova-ti
růžovýX;růž-ov-ý-X
páterů;páter-ů
pohledem;po-hled-e-m
čidel;či-del
grácii;grác-i-i
tento;t-en-t-o
praKSe;praKS-e
rozšíření;roz-šíř-en-í
prestiži;prestiž-i
jsem;js-em
anglický;angl-ic-k-ý
praktickO;prakt-ic-k-O
vydeXuje;vy-deX-u-j-e
odporovat;od-por-ova-t
belhala;belh-a-l-a
čerstvO;čerstv-O
takovéhle;tak-ov-é-hle
ukaž;u-kaž
dominga;doming-a
moralismu;moral-ism-u
sklapne;s-klap-n-e
rvačka;rv-a-č-k-a
pokrčili;po-krč-i-l-i
eXinocactus;eXinocactus
jednotlivýX;jedn-ot-l-iv-ý-X
vedlo;ved-l-o
objektem;ob-jekt-e-m
zvýšit;z-výš-i-t
zapečetil;za-pečet-i-l
neumřela;ne-u-mř-e-l-a
cit;cit
čtvrtá;čtvrt-á
ztiXa;z-tiX-a
končit;kon-č-i-t
krabici;krab-ic-i
Xodily;Xod-i-l-y
coXetovi;coXet-ovi
naléhám;na-léh-á-m
zřizovali;z-řiz-ova-l-i
občane;obč-an-e
padla;pad-l-a
blaha;blah-a
krásná;krás-n-á
divizním;diviz-n-í-m
vraždit;vraž-d-i-t
odstínu;od-stín-u
opic;op-ic
prastrýčka;pra-strýč-k-a
přejde;pře-jd-e
podlec;podl-ec
dupání;dup-á-n-í
mO;m-O
konstatování;kon-stat-ová-n-í
palte;pal-te
osud;o-sud
prostředí;pro-střed-í
podňetu;pod-ňet-u
drsňe;drs-ň-e
bláznovství;blázn-ov-stv-í
dovedeme;do-ved-e-me
ladik;ladik
kOkli;kOk-l-i
kontor;kontor
ťem;ť-e-m
stanovisko;stan-ov-isk-o
našel;na-še-l
osvJEžit;o-svJEž-i-t
ďelali;ďel-a-l-i
oblékl;ob-lék-l
oženil;o-žen-i-l
přešel;pře-še-l
kombinace;kombin-ac-e
dvoře;dvoř-e
florinů;florin-ů
odmítalo;od-mít-a-l-o
princezna;princ-ez-n-a
horko;hor-k-o
nucen;nuc-en
odbornými;od-bor-n-ý-m-i
peňezům;peňez-ů-m
uMŇElcem;u-MŇ-E-l-c-e-m
svJEtem;svJEt-e-m
založil;za-lož-i-l
kejXnOt;kejX-nO-t
neobratná;ne-ob-rat-n-á
jisťe;jisť-e
sedí;sed-í
zapálil;za-pál-i-l
nemilují;ne-mil-u-j-í
sXodeX;s-Xod-e-X
stavJEli;stav-JE-l-i
zlepšiti;z-lep-š-i-ti
teorije;teor-ij-e
sedne;sed-n-e
poslOžit;po-slOž-i-t
žlutý;žlut-ý
relativní;rel-at-iv-n-í
stoleček;stol-eč-ek
kosová;kos-ov-á
spojena;s-poj-en-a
ocas;ocas
upozornil;u-po-zor-n-i-l
krade;krad-e
humeovi;hume-ovi
plaXtami;plaXt-a-m-i
heidelberská;heidelber-sk-á
ztrácí;z-trác-í
povJEsti;povJEst-i
kulí;kul-í
sympatií;sym-pat-i-í
trpím;trp-í-m
mister;mister
ďelat;ďel-a-t
srdci;srd-c-i
nebezpečím;ne-bez-peč-í-m
hodnotám;hod-n-ot-á-m
vJEXýtek;vJEXýt-ek
nejstrašňejším;nej-straš-ň-ej-š-í-m
dřevnatO;dřev-n-at-O
posiluje;po-sil-u-j-e
Xoroba;Xor-ob-a
čepici;čep-ic-i
zarazil;za-raz-i-l
báťuška;báťušk-a
výt;vý-t
vesnicíX;ves-nic-í-X
otec;otec
snahové;snah-ov-é
vezmeme;vez-m-e-me
vidíte;vid-í-te
pokOšíme;po-kOš-í-me
zfialovJEl;z-fial-ov-JE-l
mládka;mládk-a
skutků;s-kut-k-ů
Xytala;Xyt-a-l-a
strana;stran-a
kufřík;kufř-ík
nejspíš;nej-spíš
nápadná;ná-pad-n-á
racionalisty;racion-al-ist-y
sOvisí;sO-vis-í
rabiát;rabiát
zlého;zl-é-ho
dav;dav
vyrůstá;vy-růst-á
zapovJEzený;za-po-vJEz-e-n-ý
nejdřív;nej-dřív
mluví;mluv-í
bejval;bej-v-a-l
začiXali;za-čiX-a-l-i
stranu;stran-u
sedím;sed-í-m
nejvnitřňejší;nej-v-nitř-ň-ej-š-í
dovolte;do-vol-te
důkaz;dů-kaz
čerství;čerstv-í
váhal;váh-a-l
všimňete;všim-ň-e-te
sestře;sestř-e
konkrétňe;kon-krét-ň-e
oXoXoX;oX-oX-oX
poživatinu;po-ž-i-v-a-t-in-u
doposud;do-po-s-ud
noetika;noet-ik-a
myšlením;myšl-e-n-í-m
hřál;hřá-l
situace;situ-ac-e
snesl;s-nes-l
mořem;moř-e-m
papane;pa-pan-e
železnO;želez-n-O
ťežší;ťež-š-í
potřebovali;po-třeb-ova-l-i
výstavu;vý-stav-u
rubínovým;rubín-ov-ý-m
faldíčky;fald-íč-k-y
šest;šest
žrala;žr-a-l-a
koníX;kon-í-X
Xarakter;Xarakter
sjednotiti;s-jedn-ot-i-ti
spontánnost;spontán-n-ost
hrůzO;hrůz-O
sobectví;sob-ec-tv-í
půjdeme;pů-jd-e-me
neX;neX
přízemí;pří-zem-í
dovézt;do-véz-t
tatínek;tat-ín-ek
způsobiti;z-pů-sob-i-ti
jednali;jedn-a-l-i
organism;oragn-ism
přivézt;při-véz-t
řízení;říz-en-í
vymyšleno;vy-myšl-e-n-o
patnácti;pat-náct-i
zlomil;z-lom-i-l
povolán;po-vol-á-n
míní;mín-í
kůlnička;kůl-n-ič-k-a
holiči;hol-i-č-i
sedmnácté;sedm-náct-é
haf;haf
šarlatánem;šarlat-án-e-m
strýček;strýč-ek
šatlavJE;šatl-av-JE
strašní;straš-n-í
pJEťáky;pJEť-ák-y
koncerty;koncert-y
čtvrtek;čtvrt-ek
západu;zá-pad-u
vsadil;v-sad-i-l
skříni;skřín-i
fatalisty;fatal-ist-y
litoval;lit-ova-l
ameriky;amerik-y
kuXyňe;kuX-yň-e
zátopa;zá-top-a
panna;pan-n-a
jednáte;jedn-á-te
badenští;baden-št-í
lékařem;lék-ař-e-m
řečeno;řeč-en-o
netočil;ne-toč-i-l
přírodního;pří-rod-n-í-ho
nízkým;níz-k-ý-m
referáťe;re-fer-áť-e
dosáhnOt;do-sáh-nO-t
MŇEšečku;MŇEš-eč-k-u
šel;še-l
jakýmsi;jak-ý-m-s-i
pakostnici;pa-kost-n-ic-i
bryčkO;bryč-k-O
třeX;tř-e-X
nepokusíte;ne-po-kus-í-te
cigaret;cigar-et
převody;pře-vod-y
smradlavá;smrad-l-av-á
řekňeme;řek-ň-e-me
tragické;trag-ic-k-é
strejďe;strejď-e
klekaje;klek-aj-e
případu;pří-pad-u
tuším;tuš-í-m
kolego;koleg-o
neXat;neX-a-t
úspJEX;ú-spJEX
trestaný;trest-a-n-ý
hladem;hlad-e-m
zvJEdavostí;z-vJEd-a-v-ost-í
úcty;ú-ct-y
darwinova;darwin-ov-a
rozhodující;roz-hod-uj-í-c-í
úspJEšňe;ú-spJEš-ň-e
jednat;jedn-a-t
boji;boj-i
žernovJE;žernov-JE
mláďe;mláď-e
čluny;člun-y
blizOčko;bliz-Oč-k-o
kriminálu;krimin-ál-u
krčili;krč-i-l-i
paraguayensis;paraguayensis
vJEdomými;vJEd-om-ý-m-i
podlOhlO;po-dlOh-l-O
půvabu;pů-vab-u
uveřejniti;u-veř-ej-n-i-ti
snesO;s-nes-O
vydání;vy-d-á-n-í
povídala;po-víd-a-l-a
hlOpej;hlOp-ej
přítomnosti;pří-t-o-m-n-ost-i
sXází;s-Xáz-í
psovi;ps-ovi
následuje;ná-sled-u-j-e
rybu;ryb-u
jdeme;jd-e-me
začne;za-č-n-e
anonymní;an-onym-n-í
jůro;jůr-o
ježíšmarjá;ježíš-marj-á
sekla;sek-l-a
morální;morál-n-í
psyXologii;psyXo-log-i-i
založit;za-lož-i-t
hlásila;hlás-i-l-a
sklady;s-klad-y
jejího;je-j-í-ho
mnohého;mnoh-é-ho
ze;ze
zatřepat;za-třep-a-t
dostanete;do-sta-n-e-te
jemný;jem-n-ý
mordy;mord-y
zkusila;z-kus-i-l-a
oXladil;o-Xlad-i-l
sluníčku;slun-íč-k-u
dyXtivJE;dyXt-i-v-JE
koní;kon-í
viďel;viď-e-l
svazcíX;s-vaz-c-í-X
poznávajíce;po-zn-á-v-aj-íc-e
rusa;rus-a
ňákej;ňák-ej
statku;stat-k-u
drží;drž-í
vý;vý
možnosti;mož-n-ost-i
rádio;rádi-o
kaliXy;kaliX-y
podala;po-d-a-l-a
temné;tem-n-é
ďedu;ďed-u
nakradl;na-krad-l
obJEďe;obJEď-e
sednici;sed-nic-i
mešity;mešit-y
ňemu;ň-e-mu
možné;možn-é
mikrosporami;mikro-spor-a-m-i
jasňejšího;jas-ň-ej-š-í-ho
balalajka;balalajk-a
omezení;o-mez-en-í
duhy;duh-y
léta;lét-a
předpoklady;před-po-klad-y
nese;nes-e
dávám;d-á-v-á-m
princeznO;princ-ez-n-O
štýrsku;štýrsk-u
zkOškO;z-kOš-k-O
krážem;kráž-e-m
přeďelati;pře-ďel-a-ti
humanismu;human-ism-u
důležitého;dů-lež-it-é-ho
přemýšlel;pře-mýšl-e-l
zavlečenO;za-vleč-en-O
dickense;dickens-e
slovníX;slov-n-í-X
odsOdíme;od-sOd-í-me
letem;let-e-m
spekulantem;spek-ul-ant-e-m
švanďákem;švanďák-em
sofistiky;sof-ist-ik-y
šťastná;šťast-n-á
Ořední;O-řed-n-í
zmoralizování;z-moral-iz-ová-n-í
uMŇElými;uMŇ-E-l-ý-m-i
tyčit;tyč-i-t
eticky;et-ic-k-y
potřebami;po-třeb-a-m-i
tolar;tolar
sníženy;s-níž-en-y
trh;trh
seskupení;se-s-kup-en-í
hodina;hod-in-a
hovor;hovor
novO;nov-O
ruce;ruc-e
díkem;dík-e-m
nasliňeným;na-sliň-en-ý-m
nevJEřte;ne-vJEř-te
všeXen;vš-eX-en
čepcem;čep-c-e-m
buffno;buffn-o
leskla;lesk-l-a
hroznO;hrozn-O
spOtanýma;s-pOt-a-n-ý-m-a
holčičce;hol-č-ič-c-e
naléhali;na-léh-a-l-i
připravit;při-prav-i-t
je;je
pracovní;prac-ov-n-í
vnOčka;vnOč-k-a
hovoří;hovoř-í
podřezat;pod-řez-a-t
správnýX;s-práv-n-ý-X
zdroje;zdroj-e
hejtmanství;hejtman-stv-í
spratka;sprat-k-a
čepicí;čep-ic-í
najednO;na-jedn-O
inconsistent;inconsistent
prašivku;praš-i-v-k-u
neuďelali;ne-u-ďel-a-l-i
klopýtal;klopýt-a-l
povídají;po-víd-aj-í
vzrostlá;vz-rost-l-á
metrového;metr-ov-é-ho
jasňeji;jas-ň-eji
stáje;stáj-e
mravů;mrav-ů
vítán;vít-á-n
sedla;sed-l-a
cenný;cen-n-ý
sXillerův;sXiller-ův
operovat;oper-ova-t
škytají;škyt-aj-í
nezávislý;ne-zá-vis-l-ý
vzoru;v-zor-u
sOseda;sO-sed-a
dije;dije
dán;d-á-n
ztrátu;z-trát-u
řemeslný;řemesl-n-ý
jimž;j-i-m-ž
následovalo;ná-sled-ova-l-o
plácli;plác-l-i
džunce;džunc-e
malý;mal-ý
náboženské;ná-bož-en-sk-é
bujňe;buj-ň-e
vytrvale;vy-trv-a-l-e
služebňe;služ-eb-ň-e
podpory;pod-por-y
náhlém;náhl-é-m
fyziolog;fyzio-log
hadrník;hadr-ník
paničky;pan-ič-k-y
tvář;tvář
kovalenka;kovalenk-a
sestřenici;sestř-en-ic-i
nezastřelil;ne-za-střel-i-l
potopila;po-top-i-l-a
musely;mus-e-l-y
tebrizy;tebriz-y
tenOnkým;ten-On-k-ý-m
definice;defin-ic-e
upomíná;u-po-mín-á
metuje;metuj-e
vztáhl;vz-táh-l
té;t-é
prodal;pro-d-a-l
civilu;civil-u
přikrčil;při-krč-i-l
loďemi;loď-e-m-i
čičičí;či-či-čí
patrňe;patr-ň-e
ženy;žen-y
matko;mat-k-o
hladila;hlad-i-l-a
jediné;jedin-é
krájíme;kráj-í-me
meze;mez-e
válel;vál-e-l
přistřihujeme;při-střih-u-j-e-me
XvJEním;XvJE-n-í-m
akťe;akť-e
čekati;ček-a-ti
kajuťe;kajuť-e
idealistů;ideal-ist-ů
substituovati;sub-stit-u-ova-ti
neušlápl;ne-u-šláp-l
alicino;alic-in-o
ututlat;u-tutl-a-t
ohmatával;o-hmat-á-v-a-l
sezobal;se-zob-a-l
neťešil;ne-ťeš-i-l
podmíňenosti;pod-míň-en-ost-i
variacíX;vari-ac-í-X
postu;post-u
ó;ó
vlaštovčí;vlašt-ov-č-í
napojil;na-poj-i-l
zatahal;za-tah-a-l
neméňe;ne-méň-e
dokázáno;do-káz-á-n-o
podtitulem;pod-titul-e-m
prostoru;pro-stor-u
mohla;moh-l-a
vlOpáním;v-lOp-á-n-í-m
udání;u-d-á-n-í
všudybylova;všudybyl-ov-a
problémem;problém-e-m
materiál;mater-i-ál
utišila;u-tiš-i-l-a
vzala;vz-a-l-a
korun;korun
krasoslava;krasoslav-a
víte;v-í-te
anatolák;anatol-ák
kavalírem;kaval-ír-e-m
vlásky;vlás-k-y
hú;hú
kubát;kubát
tezi;tez-i
utíral;u-tír-a-l
samozřejMŇE;sam-o-zř-ej-MŇ-E
můj;m-ůj
čisťe;čisť-e
blejská;blejsk-á
vypřáhl;vy-přáh-l
spokojeňe;s-po-koj-e-ň-e
egypťe;egypť-e
vykonávati;vy-kon-á-v-a-ti
končí;kon-č-í
zničeňe;z-nič-e-ň-e
slzami;slz-a-m-i
doprovází;do-pro-váz-í
gatíX;gat-í-X
splňení;s-plň-en-í
snahový;snah-ov-ý
hmota;hmot-a
hOpaly;hOp-a-l-y
kOsky;kOs-k-y
sedá;sed-á
slibuje;slib-u-j-e
subjektu;sub-jekt-u
prosil;pros-i-l
advokáta;advok-át-a
Xladili;Xlad-i-l-i
určitými;urč-it-ý-m-i
neviďela;ne-viď-e-l-a
jistého;jist-é-ho
arabskO;arab-sk-O
přijedu;při-jed-u
jo;jo
obrat;ob-rat
nykláku;nyklák-u
potřebujeme;po-třeb-u-j-e-me
druhem;druh-e-m
holé;hol-é
čuXají;čuX-aj-í
sociologií;socio-log-i-í
vztahem;vz-tah-e-m
korunu;korun-u
zaražeňe;za-raž-eň-e
jelitem;jelit-e-m
natíral;na-tír-a-l
zatraceného;za-trac-en-é-ho
tito;t-i-to
bolet;bol-e-t
úhrnem;ú-hrn-e-m
posvátné;po-svát-n-é
ťemi;ť-e-m-i
naše;n-a-š-e
létají;lét-aj-í
notu;not-u
el;el
oran;oran
ježatým;jež-at-ý-m
hvJEzdám;hvJEzd-á-m
rány;rán-y
ubohO;u-boh-O
přihodilo;při-hod-i-l-o
osel;osel
plastický;plast-ic-k-ý
pravá;prav-á
nůši;nůš-i
olOpil;o-lOp-i-l
minulo;min-u-l-o
napraví;na-prav-í
humanismem;human-ism-e-m
slyším;slyš-í-m
dones;do-nes
vyrovnati;vy-rov-n-a-ti
dvacátého;dv-a-cát-é-ho
svJEta;svJEt-a
jakýX;jak-ý-X
sleXu;sleX-u
uviďel;u-viď-e-l
spokojeno;s-po-koj-en-o
slabJE;slab-JE
zlatého;zlat-é-ho
muška;muš-k-a
znají;zn-aj-í
hoX;hoX
zrcadlit;zrc-a-dl-i-t
řeč;řeč
jaru;jar-u
podivuhodné;po-div-u-hod-n-é
platni;plat-n-i
ležel;lež-e-l
vandráku;vandr-ák-u
působí;pů-sob-í
mOdrost;mOdr-ost
stejném;stej-n-é-m
daností;d-a-n-ost-í
dešťe;dešť-e
kapitánovi;kapitán-ovi
nešťastní;ne-šťast-n-í
zády;zád-y
zástup;zá-stup
výletu;vý-let-u
škoda;škod-a
braXu;braX-u
zbožná;z-bož-n-á
také;také
vlčkům;vlč-k-ů-m
přístupná;pří-stup-n-á
napadlo;na-pad-l-o
diogenovo;diogen-ov-o
ukazují;u-kaz-u-j-í
mluviti;mluv-i-ti
zlaťáku;zlať-ák-u
jamesovJE;james-ov-JE
bráti;br-á-ti
číslo;čísl-o
slovným;slov-n-ý-m
neuspokojení;ne-u-s-po-koj-en-í
zeleňe;zeleň-e
ryXlosti;ryXl-ost-i
cípem;cíp-e-m
přece;přece
přerušení;pře-ruš-en-í
tvrdO;tvrd-O
hledání;hled-á-n-í
složen;s-lož-en
Atonomii;Ato-nom-i-i
výborňe;vý-bor-ň-e
mou;m-ou
nevrátím;ne-vrát-í-m
lehýncí;leh-ýnc-í
spáXá;s-páX-á
ráda;rád-a
odkryl;od-kry-l
snahO;snah-O
kritik;krit-ik
drápky;dráp-k-y
oho;oho
rovňež;rov-ň-ež
ztjatila;z-tjat-i-l-a
poslOXali;po-slOX-a-l-i
cti;ct-i
nemají;ne-m-aj-í
názoreX;ná-zor-e-X
nebe;neb-e
meliorismu;melior-ism-u
zasršelo;za-srš-e-l-o
minarety;minaret-y
tušení;tuš-en-í
nejzřetelňeji;nej-zř-e-tel-ň-eji
možnostmi;mož-n-ost-m-i
beztvaré;bez-tvar-é
jádrem;jádr-e-m
rozdal;roz-d-a-l
zbývala;z-bý-v-a-l-a
nebývalého;ne-bý-v-a-l-é-ho
stíhal;stíh-a-l
celkovO;cel-k-ov-O
ňekde;ňe-kd-e
vaškovi;vašk-ov-i
operacemi;oper-ac-e-m-i
potřebJE;po-třeb-JE
označuje;o-znač-u-j-e
obstarožní;ob-star-ož-n-í
ňečeho;ňe-č-e-ho
zdaru;z-dar-u
vítr;vítr
neomezeňe;ne-o-mez-e-ň-e
nitro;nitr-o
XroXtat;XroXt-a-t
setřeny;se-tř-e-n-y
formule;form-ul-e
vínem;vín-e-m
pstruhů;pstruh-ů
mostného;most-n-é-ho
třebaže;třeb-a-že
ďesňe;ďes-ň-e
znamenají;znam-en-aj-í
protivnO;protiv-n-O
kde;kd-e
saakra;saakra
zvláštního;zvlášt-n-í-ho
jasným;jas-n-ý-m
tlapkáX;tlap-k-á-X
kAzálním;kAz-ál-n-í-m
zejména;ze-jmén-a
pitomče;pit-om-č-e
dnů;dn-ů
posleXni;po-sleX-n-i
ateismu;a-te-ism-u
mameluk;mameluk
docházela;do-cház-e-l-a
poťešení;po-ťeš-en-í
bavím;bav-í-m
trne;trh-ne
dírkO;dír-k-O
pravé;prav-é
pást;pás-t
vzpomíná;vz-po-mín-á
pitra;pitr-a
loket;loket
zeptal;ze-pt-a-l
insanity;insanity
smlOvati;s-mlOv-a-ti
slovním;slov-n-í-m
vyšvihl;vy-švih-l
příručí;pří-ruč-í
řád;řád
rozsssápu;roz-sssáp-u
historije;histor-ij-e
neznají;ne-zn-aj-í
královy;král-ov-y
byste;by-ste
vesty;vest-y
zhasl;z-has-l
stálo;stá-l-o
nepotřebujete;ne-po-třeb-u-j-e-te
korupce;ko-rup-c-e
fotografii;foto-graf-i-i
nahrnulo;na-hrn-u-l-o
hafáček;haf-áč-ek
ohlásím;o-hlás-í-m
útvar;ú-tvar
MŇEly;MŇ-E-l-y
pokusil;po-kus-i-l
mládeneckého;mlád-en-ec-k-é-ho
začal;za-č-a-l
bláznit;blázn-i-t
intimňe;intim-ň-e
léčebné;léč-eb-n-é
manžel;manžel
pomáhal;po-máh-a-l
ďeravO;ďer-av-O
beze;beze
nazpátek;na-z-pát-ek
povJEz;po-vJEz
filozofující;filo-zof-uj-í-c-í
jednoty;jedn-ot-y
obrátil;ob-rát-i-l
vysmál;vy-smá-l
sXopni;s-Xop-n-i
vaška;vašk-a
pokoje;po-koj-e
rozdíl;roz-díl
zlepšuje;z-lep-š-u-j-e
hotova;hotov-a
jakpak;jak-pak
rozkOsal;roz-kOs-a-l
stahují;s-tah-u-j-í
pohostinská;po-host-in-sk-á
mstivJE;mst-i-v-JE
neobráceného;ne-ob-rác-en-é-ho
dovedeš;do-ved-e-š
proces;proces
uřvané;u-řv-a-n-é
rozuMŇEjí;roz-uMŇ-E-j-í
huga;hug-a
pohádka;po-hád-k-a
hrníček;hrn-íč-ek
démanty;démant-y
deweyovJE;dewey-ov-JE
přikrytý;při-kry-t-ý
míry;mír-y
úzkosti;úz-k-ost-i
třpytil;třypt-i-l
vývoje;vý-voj-e
krčku;krč-k-u
oXotni;oXot-n-i
sbalení;s-bal-en-í
tamhle;tam-hle
liberální;liber-ál-n-í
kurýre;kurýr-e
nepříjemného;ne-pří-jem-n-é-ho
severýnové;severýn-ové
pole;pol-e
přivťeluje;při-v-ťel-u-j-e
nicoty;ni-c-ot-y
vaškem;vašk-e-m
nakrOžím;na-krOž-í-m
ťapat;ťáp-a-t
docílit;do-cíl-i-t
roztok;roz-tok
ubJEhl;u-bJEh-l
nereptám;ne-rept-á-m
právník;práv-n-ík
kujóna;kujón-a
prsteX;prst-e-X
vrbin;vrb-in
uskutečňovati;u-s-kut-eč-ň-ova-ti
přivodili;při-vod-i-l-i
cílům;cíl-ů-m
položit;po-lož-i-t
zlepšují;z-lep-š-u-j-í
nepotřebuje;ne-po-třeb-u-j-e
konstatovat;kon-stat-ova-t
šátkem;šát-k-e-m
vzkazuje;vz-kaz-u-j-e
plnO;pln-O
alternativa;alter-n-at-iv-a
typy;typ-y
jediným;jedin-ý-m
nevnucovat;ne-v-nuc-ova-t
vypili;vy-pi-l-i
řádní;řád-n-í
překážka;pře-káž-k-a
abbé;abb-é
polomrtev;pol-o-mr-tev
kladl;klad-l
praštil;prašt-i-l
rychlá;rychl-á
nezáleží;ne-zá-lež-í
prostupují;pro-stup-u-j-í
hřímá;hřím-á
smradlavému;smrad-l-av-ý
nejdeme;ne-jd-e-me
empirism;empir-ism
zavřeny;za-vř-e-n-y
tvářit;tvář-i-t
neznámými;ne-zn-á-m-ý-m-i
kvílela;kvíl-e-l-a
představují;před-stav-u-j-í
důsledky;dů-sled-k-y
úspJEšnO;ú-spJEš-n-O
holýma;hol-ý-m-a
kdekomu;kd-e-k-o-mu
objektu;ob-jekt-u
znova;z-nov-a
psyXologista;psyXo-log-ist-a
zpovJEdi;z-po-vJEd-i
počkat;po-čk-a-t
historii;histor-i-i
pýše;pýš-e
střapatá;střap-at-á
stejné;stej-n-é
komisařství;komis-ař-stv-í
bednu;bedn-u
nabízeje;na-bíz-ej-e
neukradne;ne-u-krad-n-e
havrana;havran-a
kos;kos
přímé;přím-é
plačky;plač-k-y
volnO;vol-n-O
napjatého;napjat-é-ho
zamručel;za-mruč-e-l
okna;okn-a
žanko;žank-o
nové;nov-é
založená;za-lož-en-á
hypotézy;hypo-téz-y
růženko;růžen-k-o
přetopeném;pře-top-en-é-m
náramným;ná-ram-n-ý-m
ryb;ryb
cenné;cen-n-é
sMŇErem;s-MŇEr-e-m
nezabíjej;ne-za-bíj-ej
neneXá;ne-neX-á
učencem;uč-en-c-e-m
překáží;pře-káž-í
pavučinové;pavuč-in-ov-é
bJEh;bJEh
nilu;nil-u
volba;vol-b-a
bubny;bubn-y
všímá;vším-á
nimž;n-i-m-ž
vypálím;vy-pál-í-m
klekl;klek-l
posluha;po-sluh-a
ňákO;ňák-O
klepna;klep-n-a
rozumné;roz-um-n-é
velkodušnost;vel-k-o-duš-n-ost
vystrojený;vy-stroj-en-ý
účelnosti;ú-čel-n-ost-i
prodávají;pro-d-á-v-aj-í
praKSi;praKS-i
masáž;mas-áž
ňejakému;ňe-jak-é-mu
úhlednější;ú-hled-n-ěj-š-í
eKStáze;eKStáz-e
důraz;dů-raz
nadrobený;na-drob-en-ý
dlužna;dluž-n-a
přinesl;při-nes-l
hřála;hřá-l-a
šlamastyky;šlamastyk-y
moderní;modern-í
pramálo;pra-mál-o
původňe;pů-vod-ň-e
Xytají;Xyt-aj-í
zakopat;za-kop-a-t
naléhavostí;na-léh-a-v-ost-í
zMŇEna;z-MŇEn-a
rozšafný;roz-šaf-n-ý
podobalo;po-dob-a-l-o
hadráře;hadr-ář-e
božstvo;bož-stv-o
šulitka;šulitk-a
třídO;tříd-O
šňupl;šňup-l
aKSiomy;aKSiom-y
baže;ba-že
ňekteré;ňe-kter-é
lpí;lp-í
barvu;barv-u
holenku;hol-en-k-u
domnívá;do-mn-í-v-á
příčinňe;pří-čin-ň-e
francOzsky;franc-Oz-sk-y
cementu;cement-u
harvard;harvard
harper;harper
přilnOt;při-ln-O-t
nepusť;ne-pusť
práce;prác-e
úťek;ú-ťek
honí;hon-í
hlOpO;hlOp-O
jinému;jin-é-mu
protiklad;proti-klad
metafyzické;meta-fyz-ic-k-é
hlediskem;hled-isk-e-m
zajíkat;za-jík-a-t
volné;vol-n-é
tečnO;teč-n-O
neznamená;ne-znam-en-á
vyzdvihuje;vy-z-dvih-u-j-e
šmankote;šmankote
plné;pln-é
parky;park-y
abyste;aby-s-te
romanopisec;roman-o-pis-ec
přikolíbala;při-kolíb-a-l-a
celýX;cel-ý-X
přijímat;při-jím-a-t
fOsů;fOs-ů
výrobek;vý-rob-ek
značek;znač-ek
zvířata;zvíř-at-a
nemusím;ne-mus-í-m
neXal;neX-a-l
začít;za-č-í-t
cAda;cAd-a
lotrando;lotrand-o
hypotéz;hypo-téz
prožít;pro-ží-t
oXabnutí;o-Xab-nu-t-í
študije;štud-ij-e
tetky;tet-k-y
zvedly;z-ved-l-y
jinam;jin-am
malíře;mal-íř-e
výčitek;vý-čit-e-k
známá;zn-á-m-á
nijaký;ni-jak-ý
spisovatelem;s-pis-ova-tel-e-m
svázán;s-váz-á-n
hOští;hOšt-í
prováďejí;pro-váď-ej-í
bJEláskové;bJEl-ás-k-ové
sykavJEji;syk-a-v-JEj-i
zvedá;z-ved-á
lítat;lít-a-t
udýXaný;u-dýX-a-n-ý
úrodném;ú-rod-n-é-m
příznivé;pří-zn-iv-é
posledníX;po-sled-n-í-X
přemítá;pře-mít-á
politický;polit-ic-k-ý
obšírňe;ob-šír-ň-e
naježila;na-jež-i-l-a
mrtvéno;mr-tv-é-n-o
dopise;do-pis-e
vůz;vůz
umru;u-mr-u
sXázíš;s-Xáz-í-š
stanovení;stan-ov-en-í
nevysvJEtlíš;ne-vy-svJEt-l-í-š
křídla;kří-dl-a
krom;krom
hamsuna;hamsun-a
Xodby;XOd-b-y
holeňe;holeň-e
bohatého;boh-at-é-ho
poštovní;pošt-ov-n-í
pryč;pryč
pracoval;prac-ova-l
kostelec;kostelec
nenAčila;ne-n-Ač-i-l-a
Xromců;Xrom-c-ů
kOzelníkem;kOzel-n-ík-e-m
zájmeX;zá-jm-e-X
třítisícího;tř-í-tisíc-í-ho
pokrývalo;po-krý-v-a-l-o
zemře;ze-mř-e
pokynOt;po-kyn-O-t
podívejte;po-dív-ej-te
vezl;vez-l
